epoch,batch,total_loss,box_loss,cls_loss,dfl_loss
0,510,59.788399,3.514416,53.109848,3.164134
0,0,8791.430664,3.755715,8783.375977,4.299063
0,10,6469.106934,3.484751,6461.414062,4.207807
0,20,4847.279297,3.800806,4839.357422,4.121105
0,30,5801.354004,3.805865,5793.480957,4.067232
0,40,4003.088379,4.067793,3995.103271,3.917227
0,50,3312.272705,3.719229,3304.646729,3.906659
0,60,2812.216797,3.913065,2804.443115,3.860636
0,70,2183.061768,3.731583,2175.541260,3.788927
0,80,2030.578003,3.873387,2022.936035,3.768536
0,90,1512.161499,3.843098,1504.677979,3.640345
0,100,1093.287598,3.576124,1086.210693,3.500685
0,110,973.973083,3.658963,966.676697,3.637433
0,120,776.550476,3.826338,769.157715,3.566417
0,130,696.800110,3.669466,689.612976,3.517614
0,140,761.634644,3.606431,754.629028,3.399161
0,150,432.458344,3.937018,425.105499,3.415843
0,160,497.131409,3.691084,490.060486,3.379843
0,170,474.539734,3.567521,467.670929,3.301269
0,180,356.149231,3.758927,348.987793,3.402508
0,190,279.157471,3.815485,271.970703,3.371284
0,200,356.184509,3.659720,349.170837,3.353958
0,210,322.351898,3.544102,315.464691,3.343112
0,220,302.776001,3.770441,295.547852,3.457703
0,230,289.640717,3.708377,282.470734,3.461607
0,240,268.464996,3.854704,261.083038,3.527248
0,250,272.026093,3.660327,264.949432,3.416322
0,260,168.741989,3.570970,161.873245,3.297781
0,270,167.407425,3.647885,160.366684,3.392848
0,280,192.781769,3.735178,185.675583,3.371000
0,290,182.386887,3.557716,175.497635,3.331533
0,300,117.159470,3.827940,110.055374,3.276154
0,310,109.780548,3.643019,102.787544,3.349981
0,320,106.747871,3.731945,99.698410,3.317517
0,330,85.425392,3.501544,78.738533,3.185318
0,340,107.868484,3.566461,100.944321,3.357708
0,350,111.887436,3.549330,105.046150,3.291951
0,360,85.611534,3.676303,78.657852,3.277379
0,370,95.673553,3.396514,89.063225,3.213811
0,380,108.607162,3.702509,101.556213,3.348443
0,390,74.445511,3.641030,67.616722,3.187761
0,400,82.856003,3.477040,76.147614,3.231348
0,410,85.091972,3.487276,78.310562,3.294138
0,420,66.853783,3.659777,59.872269,3.321736
0,430,79.279709,3.551236,72.344437,3.384033
0,440,79.958282,3.669711,73.017128,3.271447
0,450,60.729790,3.262096,54.244621,3.223070
0,460,61.170448,3.404720,54.505966,3.259761
0,470,53.788147,3.378699,47.241257,3.168190
0,480,64.320358,3.509250,57.605015,3.206093
0,490,75.924767,3.645402,68.939781,3.339581
0,500,51.615700,3.535832,44.905258,3.174610
0,510,55.709053,3.598686,48.988842,3.121524
0,520,51.323608,3.504781,44.638195,3.180633
0,530,61.452610,3.416733,54.823311,3.212567
0,540,55.292480,3.506849,48.527786,3.257846
0,550,58.877228,3.571663,52.120697,3.184866
0,560,50.607964,3.519413,43.833206,3.255343
0,570,48.035160,3.443046,41.380066,3.212049
0,580,54.418633,3.486920,47.723568,3.208146
0,590,48.635166,3.516086,41.900444,3.218636
0,600,49.538483,3.343060,43.086769,3.108655
0,610,42.739433,3.647313,35.874081,3.218042
0,620,47.769096,3.563665,40.942387,3.263045
0,630,46.020943,3.503537,39.270485,3.246920
0,640,37.099422,3.490517,30.440037,3.168869
0,650,44.352459,3.352109,37.910831,3.089518
0,660,35.748466,3.509708,29.085644,3.153116
0,670,44.847321,3.401827,38.330521,3.114975
0,680,39.497398,3.484519,32.870728,3.142149
0,690,33.225960,3.364225,26.685352,3.176381
0,700,38.489220,3.253893,32.037540,3.197783
0,710,36.238289,3.304107,29.742508,3.191671
0,720,39.104542,3.181913,32.783924,3.138706
0,730,34.728096,3.393173,28.125557,3.209368
0,740,30.929472,3.463247,24.294230,3.171995
0,750,29.166016,3.499369,22.514885,3.151763
0,760,29.238598,3.305893,22.807825,3.124880
0,770,28.694399,3.534835,21.914814,3.244749
0,780,32.571178,3.311046,26.160818,3.099313
0,790,36.343369,3.350750,29.882267,3.110352
0,800,31.827583,3.111726,25.722193,2.993665
0,810,26.325516,3.366228,19.875595,3.083694
0,820,34.060371,3.219357,27.763033,3.077982
0,830,28.628704,3.353127,22.135193,3.140386
0,840,30.104248,3.124944,23.905508,3.073796
0,850,30.487476,3.176217,24.216532,3.094728
0,860,26.469936,3.217518,20.140318,3.112100
0,870,24.581850,3.384789,18.086554,3.110508
0,880,22.949089,3.155320,16.725113,3.068657
0,890,26.418598,3.095096,20.334225,2.989277
0,900,32.977921,3.061936,26.791735,3.124250
0,910,25.386162,2.934433,19.438454,3.013274
0,920,29.538570,3.106122,23.396414,3.036033
0,930,27.463621,3.382761,20.973835,3.107024
0,940,25.461292,3.243195,19.261118,2.956980
0,950,26.858433,3.196460,20.581762,3.080211
0,960,21.496134,3.033916,15.449228,3.012990
0,970,25.053925,3.196415,18.738323,3.119185
0,980,24.519440,3.013288,18.640038,2.866114
0,990,24.481293,3.277050,18.230490,2.973754
0,1000,26.744961,3.170388,20.493898,3.080676
0,1010,26.392570,2.950226,20.464130,2.978214
0,1020,24.657701,3.159106,18.484108,3.014488
0,1030,27.566616,3.129477,21.376917,3.060222
0,1040,25.234478,3.054002,19.107527,3.072949
0,1050,24.103439,3.073740,18.001032,3.028668
0,1060,21.215502,3.132185,14.994189,3.089126
0,1070,26.209810,3.069392,20.135048,3.005371
0,1080,24.656309,3.063240,18.617033,2.976036
0,1090,19.502504,3.033539,13.479559,2.989406
0,1100,20.515905,2.768906,14.804219,2.942781
0,1110,25.312157,2.829827,19.512985,2.969344
0,1120,19.744734,3.004215,13.761950,2.978568
0,1130,20.489727,2.835354,14.768789,2.885584
0,1140,20.131893,2.914140,14.192187,3.025566
0,1150,19.040291,2.906644,13.169700,2.963948
0,1160,22.824196,2.912777,16.975294,2.936124
0,1170,19.881245,3.177552,13.757386,2.946306
0,1180,20.476276,2.839164,14.685483,2.951631
0,1190,20.160179,2.881249,14.348742,2.930190
0,1200,21.082903,2.740027,15.422847,2.920029
0,1210,20.010786,2.730654,14.437770,2.842364
0,1220,18.974213,2.983337,13.046950,2.943925
0,1230,20.493969,2.972271,14.480189,3.041509
0,1240,22.140104,2.739106,16.518414,2.882585
0,1250,20.113863,2.905535,14.224198,2.984128
0,1260,19.029800,2.858664,13.231328,2.939809
0,1270,20.354723,2.842982,14.581788,2.929953
0,1280,17.392605,2.748971,11.715334,2.928299
0,1290,18.352945,2.867934,12.596806,2.888206
0,1300,18.606319,3.049318,12.540360,3.016641
0,1310,17.266586,2.853156,11.448276,2.965154
0,1320,17.524143,2.840105,11.711792,2.972247
0,1330,16.872641,2.753372,11.241879,2.877390
0,1340,16.188091,2.916339,10.371667,2.900086
0,1350,17.113535,2.721827,11.447417,2.944292
0,1360,19.555704,2.752714,13.928817,2.874174
0,1370,18.120699,2.801323,12.410885,2.908491
0,1380,17.259642,2.965023,11.356669,2.937949
0,1390,17.216763,2.842499,11.475175,2.899088
0,1400,17.601692,2.923720,11.834064,2.843908
0,1410,16.283861,2.723039,10.759762,2.801060
0,1420,15.984283,2.516248,10.696920,2.771115
0,1430,18.155426,2.725578,12.646014,2.783833
0,1440,16.699169,2.745240,11.148718,2.805212
0,1450,16.153610,2.872123,10.435291,2.846197
0,1460,15.444811,2.681690,9.991096,2.772024
0,1470,15.873732,2.694945,10.273465,2.905321
0,1480,17.909115,2.955505,12.012887,2.940722
0,1490,15.540340,2.858399,9.758272,2.923670
0,1500,16.754169,2.778319,11.127925,2.847925
0,1510,15.749392,2.885232,9.962113,2.902046
0,1520,16.088118,2.811800,10.514110,2.762208
0,1530,17.751709,2.856593,12.072381,2.822735
0,1540,16.630949,2.945726,10.814999,2.870223
0,1550,14.787974,2.886645,8.998600,2.902729
0,1560,15.749058,2.779848,10.104563,2.864647
0,1570,15.217493,2.880488,9.510429,2.826576
0,1580,16.367527,2.731447,10.838352,2.797728
0,1590,16.054981,2.653555,10.493919,2.907506
0,1600,15.828836,2.813640,10.091867,2.923328
0,1610,19.288057,2.706594,13.712765,2.868699
0,1620,14.985891,2.674233,9.541488,2.770171
0,1630,18.179279,3.018096,12.213678,2.947506
0,1640,15.783855,2.828831,10.127719,2.827305
0,1650,14.532059,2.791936,8.860918,2.879205
0,1660,14.588154,2.686406,9.072699,2.829050
0,1670,16.123369,2.776161,10.562509,2.784700
0,1680,14.156187,2.751849,8.603074,2.801264
0,1690,15.309424,2.592500,9.938321,2.778604
0,1700,15.949366,2.830857,10.328124,2.790385
0,1710,14.703165,2.684032,9.254866,2.764266
0,1720,13.313193,2.767896,7.748567,2.796730
0,1730,14.652285,2.702192,9.223635,2.726458
0,1740,15.759077,2.767548,10.238156,2.753372
0,1750,15.208679,2.741018,9.663043,2.804619
0,1760,14.567972,2.689128,9.059493,2.819351
0,1770,14.399846,2.737920,8.836125,2.825801
0,1780,14.056138,2.854170,8.434654,2.767314
0,1790,13.530369,2.797289,7.947616,2.785464
0,1800,14.495331,2.686815,9.086890,2.721626
0,1810,13.071578,2.669908,7.775366,2.626305
0,1820,13.962417,2.842681,8.407945,2.711791
0,1830,13.705177,2.696980,8.322474,2.685724
0,1840,14.638840,2.650766,9.249251,2.738822
0,1850,13.278261,2.635918,7.974665,2.667679
0,1860,13.955394,2.501804,8.864094,2.589496
0,1870,14.674859,2.602601,9.405388,2.666870
0,1880,12.472987,2.569286,7.262778,2.640924
0,1890,12.497911,2.681262,7.081260,2.735389
0,1900,13.092884,2.666740,7.782181,2.643963
0,1910,12.756053,2.559492,7.584483,2.612078
0,1920,12.701923,2.579207,7.503366,2.619350
0,1930,12.278602,2.585282,7.021334,2.671987
0,1940,12.471636,2.545792,7.325441,2.600403
0,1950,13.994781,2.722587,8.626535,2.645658
0,1960,13.161810,2.570959,7.984969,2.605882
0,1970,13.640411,2.692606,8.397724,2.550082
0,1980,12.242550,2.574168,7.065692,2.602689
0,1990,13.834767,2.541142,8.701900,2.591727
0,2000,13.126299,2.716453,7.833854,2.575993
0,2010,13.266094,2.677834,8.027715,2.560544
0,2020,13.455838,2.705038,8.109892,2.640908
0,2030,12.420317,2.624078,7.272146,2.524091
0,2040,12.676355,2.612264,7.457966,2.606126
0,2050,12.449685,2.520250,7.463377,2.466058
0,2060,12.310234,2.457955,7.343946,2.508333
0,2070,11.288470,2.380285,6.489566,2.418619
0,2080,12.652838,2.564291,7.620605,2.467941
0,2090,12.533697,2.733243,7.136621,2.663834
0,2100,12.442066,2.493244,7.428609,2.520213
0,2110,11.579224,2.431188,6.654020,2.494014
0,2120,12.105421,2.515690,7.079212,2.510519
0,2130,11.921712,2.430645,7.064378,2.426688
0,2140,11.670794,2.466212,6.804792,2.399791
0,2150,11.569084,2.396438,6.797484,2.375162
0,2160,11.827950,2.657314,6.681568,2.489068
0,2170,12.009122,2.397901,7.154048,2.457172
0,2180,12.017788,2.344331,7.243082,2.430376
0,2190,12.738541,2.402950,7.841893,2.493698
0,2200,11.591365,2.470981,6.738791,2.381593
0,2210,12.093720,2.381943,7.303119,2.408659
0,2220,12.049277,2.464278,7.154073,2.430927
0,2230,12.663785,2.450189,7.728220,2.485375
0,2240,11.843760,2.559502,6.788285,2.495973
0,2250,11.328713,2.349870,6.610739,2.368105
0,2260,11.729889,2.251141,7.108620,2.370129
0,2270,11.151247,2.442207,6.332676,2.376364
0,2280,11.361298,2.285144,6.718014,2.358140
0,2290,11.318132,2.288005,6.768131,2.261996
0,2300,10.602092,2.368367,5.897843,2.335881
0,2310,11.368237,2.419779,6.584264,2.364194
0,2320,10.693412,2.221495,6.191459,2.280457
0,2330,10.716150,2.309992,6.120730,2.285429
0,2340,11.427727,2.110041,7.046989,2.270697
0,2350,11.006767,2.201609,6.591857,2.213301
0,2360,11.598378,2.274984,7.026806,2.296589
0,2370,11.328467,2.443185,6.445148,2.440134
0,2380,12.153601,2.196373,7.746329,2.210899
0,2390,10.808662,2.406557,6.049052,2.353054
0,2400,11.300218,2.490537,6.303613,2.506068
0,2410,11.033752,2.105411,6.584053,2.344288
0,2420,10.715941,2.329547,6.008463,2.377931
0,2430,10.745062,2.222775,6.232071,2.290215
0,2440,10.717102,2.367371,5.991092,2.358639
0,2450,10.931643,2.289867,6.282062,2.359714
0,2460,11.763359,2.164551,7.246891,2.351918
0,2470,10.746209,2.334382,6.123088,2.288739
0,2480,11.493671,2.325094,6.864820,2.303757
0,2490,10.511556,2.328979,5.926051,2.256526
0,2500,10.690837,2.420534,5.924872,2.345431
0,2510,10.467740,2.315065,5.850907,2.301768
0,2520,10.739095,2.166653,6.237528,2.334914
0,2530,10.476160,2.177160,6.093871,2.205130
0,2540,10.477971,2.260180,5.983693,2.234098
0,2550,10.878666,2.231052,6.467683,2.179930
0,2560,10.604236,2.167795,6.233672,2.202768
0,2570,10.537752,2.148550,6.188659,2.200544
0,2580,10.523881,2.302859,6.003869,2.217152
0,2590,10.424650,2.263078,5.903645,2.257927
0,2600,9.960255,2.195056,5.543909,2.221291
0,2610,10.730858,2.271736,6.160782,2.298339
0,2620,10.682794,2.299635,6.242295,2.140864
0,2630,10.600046,2.355889,5.942709,2.301449
0,2640,11.103901,2.306343,6.605145,2.192414
0,2650,10.779708,1.981035,6.768924,2.029749
0,2660,10.134431,2.116258,5.904112,2.114061
0,2670,11.395962,2.297085,6.683329,2.415548
0,2680,11.030142,2.285183,6.558610,2.186348
0,2690,11.371909,2.259613,6.899786,2.212510
0,2700,10.768106,2.248764,6.264349,2.254991
0,2710,10.699865,2.084175,6.471611,2.144080
0,2720,10.514301,2.259933,6.035347,2.219022
0,2730,9.966490,2.296164,5.428952,2.241374
0,2740,10.254036,2.287715,5.786939,2.179382
0,2750,9.881470,2.096028,5.678743,2.106698
0,2760,10.260122,2.136759,5.896753,2.226612
0,2770,10.306383,2.199136,5.871294,2.235952
0,2780,11.201677,2.216350,6.644549,2.340778
0,2790,10.018994,2.244060,5.540382,2.234552
0,2800,10.279533,2.192695,5.880271,2.206568
0,2810,10.315523,2.035899,6.111683,2.167942
0,2820,10.719943,2.390167,5.913212,2.416564
0,2830,10.094642,2.215499,5.640245,2.238897
0,2840,9.931982,2.233129,5.526911,2.171942
0,2850,10.484425,2.352389,5.900303,2.231733
0,2860,10.897905,2.254734,6.498343,2.144828
0,2870,9.690878,2.027463,5.544245,2.119169
0,2880,10.536520,1.868464,6.535734,2.132323
0,2890,9.602100,2.068921,5.314265,2.218915
0,2900,10.245352,2.238385,5.863566,2.143402
0,2910,9.771347,2.056949,5.594672,2.119727
0,2920,9.907394,2.317212,5.367755,2.222428
0,2930,9.635722,2.228914,5.180460,2.226348
0,2940,10.593250,2.159664,6.289455,2.144130
0,2950,10.018768,2.064826,5.838426,2.115516
0,2960,10.476854,2.111459,6.113553,2.251843
0,2970,9.284871,2.141725,5.003143,2.140003
0,2980,9.814079,2.028171,5.673905,2.112004
0,2990,10.060881,1.945630,6.055294,2.059956
0,3000,9.642093,2.055610,5.399543,2.186939
0,3010,10.366533,2.021367,6.224891,2.120276
0,3020,9.624796,2.185163,5.241940,2.197693
0,3030,9.859480,2.308505,5.349003,2.201972
0,3040,9.872901,1.927979,5.902617,2.042305
0,3050,10.072450,2.051404,5.903749,2.117297
0,3060,9.863780,2.051112,5.643061,2.169607
0,3070,9.632113,2.065973,5.421714,2.144425
0,3080,9.317247,2.116077,5.101779,2.099391
0,3090,10.356016,2.049614,6.108876,2.197527
0,3100,10.153389,2.066523,5.855906,2.230960
0,3110,10.295364,1.940938,6.178809,2.175618
0,3120,10.381602,1.788844,6.500511,2.092247
1,0,9.833222,2.259317,5.374166,2.199739
1,10,10.215356,2.140087,5.895213,2.180056
1,20,10.597197,2.132693,6.393897,2.070607
1,30,9.326184,2.075500,5.171396,2.079288
1,40,9.783807,2.160743,5.431459,2.191605
1,50,9.515812,2.079393,5.299267,2.137152
1,60,9.832494,1.926254,5.803424,2.102815
1,70,9.784876,2.190445,5.488846,2.105584
1,80,9.791189,2.092134,5.572528,2.126528
1,90,9.823569,2.011552,5.740496,2.071522
1,100,9.405874,2.166573,5.159765,2.079535
1,110,10.164165,2.263189,5.681160,2.219815
1,120,9.269429,1.984270,5.261190,2.023969
1,130,9.200984,2.015746,5.100565,2.084673
1,140,9.740747,2.109140,5.545893,2.085714
1,150,9.103722,2.004221,4.973251,2.126249
1,160,9.270556,2.083941,5.096749,2.089866
1,170,9.655966,2.055725,5.497502,2.102739
1,180,9.724682,2.168141,5.369125,2.187416
1,190,9.238289,1.974548,5.240792,2.022949
1,200,10.506361,2.002683,6.433269,2.070409
1,210,9.420083,2.121106,5.215611,2.083366
1,220,9.598560,1.909928,5.608397,2.080236
1,230,9.310022,1.942020,5.330332,2.037669
1,240,9.367598,2.062345,5.199019,2.106234
1,250,9.499926,2.066672,5.359006,2.074248
1,260,9.167769,1.856568,5.411539,1.899662
1,270,9.349571,2.074895,5.102122,2.172554
1,280,9.665970,2.126456,5.323912,2.215602
1,290,8.794948,1.934765,4.843400,2.016782
1,300,9.150007,1.892964,5.269323,1.987720
1,310,9.403194,2.142739,5.183240,2.077216
1,320,9.569672,1.992483,5.465862,2.111326
1,330,9.106272,2.001345,4.991333,2.113593
1,340,9.419490,2.095675,5.113401,2.210413
1,350,9.725554,2.066941,5.573446,2.085167
1,360,9.624071,2.129191,5.374428,2.120453
1,370,9.272339,1.988395,5.227178,2.056766
1,380,8.878456,1.992179,4.864584,2.021692
1,390,9.524499,2.003220,5.434224,2.087056
1,400,9.422132,1.851247,5.538527,2.032357
1,410,9.029558,1.993627,4.949190,2.086741
1,420,9.006588,1.915505,5.098364,1.992719
1,430,9.575922,2.080217,5.421385,2.074320
1,440,9.405926,1.981659,5.375646,2.048621
1,450,8.794350,1.958938,4.781010,2.054401
1,460,9.020462,1.970374,4.945399,2.104689
1,470,9.021306,1.992091,4.988475,2.040740
1,480,9.172636,1.944813,5.275561,1.952262
1,490,8.923733,1.916807,5.113551,1.893375
1,500,9.066273,2.147064,4.794605,2.124604
1,510,9.166654,1.869103,5.340215,1.957335
1,520,9.020420,2.037210,4.906305,2.076906
1,530,8.944808,2.101002,4.778493,2.065313
1,540,8.945686,2.002805,4.927166,2.015716
1,550,8.920076,2.101927,4.782574,2.035575
1,560,9.920698,1.951216,5.920879,2.048603
1,570,8.675719,2.033038,4.576003,2.066678
1,580,8.981958,1.975265,4.907185,2.099510
1,590,9.671721,1.986515,5.549963,2.135242
1,600,9.047136,1.969503,5.044511,2.033123
1,610,8.721734,1.930025,4.894274,1.897435
1,620,9.286203,2.091008,5.049832,2.145364
1,630,8.981534,1.833385,5.119877,2.028271
1,640,8.884192,1.980138,4.907582,1.996472
1,650,8.896852,1.981824,4.858624,2.056404
1,660,8.767162,2.064722,4.734268,1.968173
1,670,8.805144,1.865891,4.971785,1.967468
1,680,8.685138,1.911351,4.831273,1.942514
1,690,9.182722,2.036996,5.103029,2.042698
1,700,9.238857,2.081969,5.098192,2.058696
1,710,8.981638,2.069166,4.844783,2.067689
1,720,9.039497,1.915330,5.087523,2.036644
1,730,8.759838,1.973822,4.807570,1.978446
1,740,8.743402,1.911430,4.911512,1.920460
1,750,8.590566,1.931412,4.724914,1.934240
1,760,8.695730,1.748307,5.045169,1.902254
1,770,8.677639,2.038352,4.568850,2.070438
1,780,8.875646,1.972937,4.807936,2.094772
1,790,9.224874,2.177825,4.927270,2.119780
1,800,8.739176,1.900226,4.911886,1.927064
1,810,8.859293,2.009124,4.784622,2.065548
1,820,8.620337,1.876802,4.677453,2.066081
1,830,8.450147,1.981652,4.405023,2.063472
1,840,8.783767,1.979348,4.773786,2.030634
1,850,8.941053,2.107807,4.766258,2.066988
1,860,8.910216,1.874433,5.095584,1.940199
1,870,8.766380,1.981460,4.792031,1.992889
1,880,8.539601,1.918752,4.603268,2.017581
1,890,8.716757,1.825611,4.953993,1.937153
1,900,8.676163,1.902565,4.758954,2.014644
1,910,8.338672,1.784249,4.695692,1.858731
1,920,8.650857,1.852300,4.910205,1.888351
1,930,8.573712,1.963420,4.615543,1.994750
1,940,8.828785,1.816918,5.065124,1.946743
1,950,8.667812,2.013919,4.602270,2.051623
1,960,8.847436,1.809822,5.130630,1.906984
1,970,8.998569,1.951474,4.984478,2.062618
1,980,8.829263,1.882276,4.989393,1.957594
1,990,8.429981,1.954516,4.536842,1.938623
1,1000,8.355285,1.954935,4.492827,1.907522
1,1010,8.556400,1.783794,4.803927,1.968678
1,1020,8.693543,1.950796,4.818832,1.923915
1,1030,8.362184,1.770203,4.643218,1.948762
1,1040,8.121376,2.024976,4.200226,1.896173
1,1050,8.343060,1.857623,4.531504,1.953934
1,1060,8.321264,1.974405,4.274561,2.072298
1,1070,8.485303,1.809147,4.790977,1.885180
1,1080,8.700890,2.027100,4.746479,1.927311
1,1090,8.744330,2.071029,4.603992,2.069309
1,1100,7.981004,1.810851,4.273838,1.896315
1,1110,9.541243,1.894233,5.657116,1.989893
1,1120,9.011008,2.022472,4.981063,2.007474
1,1130,8.420069,1.836046,4.643396,1.940626
1,1140,8.607725,1.876891,4.745185,1.985650
1,1150,8.892600,1.996124,4.873831,2.022645
1,1160,8.690705,1.828579,4.980065,1.882061
1,1170,8.548812,2.013631,4.536648,1.998533
1,1180,8.549391,2.012846,4.502486,2.034059
1,1190,8.370092,1.773256,4.679884,1.916952
1,1200,8.496861,1.878340,4.585587,2.032933
1,1210,8.159019,1.703162,4.633234,1.822622
1,1220,8.399316,1.798998,4.702074,1.898244
1,1230,8.464202,1.890158,4.589549,1.984496
1,1240,8.541769,1.775606,4.878315,1.887848
1,1250,8.541761,1.942851,4.602613,1.996298
1,1260,8.893515,1.958727,4.883748,2.051040
1,1270,8.480778,1.819329,4.724202,1.937247
1,1280,8.641916,2.043209,4.549757,2.048951
1,1290,7.966519,1.784070,4.358556,1.823893
1,1300,8.318605,1.849250,4.449450,2.019906
1,1310,8.384004,1.769392,4.681932,1.932680
1,1320,8.384129,1.986475,4.442295,1.955359
1,1330,7.954498,1.845610,4.241225,1.867663
1,1340,8.560454,1.982050,4.536244,2.042160
1,1350,8.756918,1.942729,4.759208,2.054981
1,1360,8.411819,1.790892,4.643553,1.977376
1,1370,8.383234,1.778181,4.740567,1.864485
1,1380,8.066430,1.753339,4.424020,1.889071
1,1390,8.771911,1.891029,4.816069,2.064813
1,1400,8.465676,1.925115,4.567978,1.972582
1,1410,8.666769,1.927508,4.704947,2.034314
1,1420,8.410029,2.001711,4.383257,2.025062
1,1430,8.908143,2.039751,4.789839,2.078554
1,1440,8.248939,1.941748,4.357750,1.949440
1,1450,8.499537,1.979158,4.532727,1.987653
1,1460,8.127087,1.835439,4.387911,1.903736
1,1470,8.606920,1.807799,4.849714,1.949406
1,1480,8.062611,1.959664,4.109521,1.993425
1,1490,8.078829,1.923485,4.257809,1.897534
1,1500,8.212072,1.958773,4.324237,1.929063
1,1510,8.580200,1.999316,4.583694,1.997191
1,1520,7.881032,1.621658,4.504322,1.755053
1,1530,7.891880,1.796641,4.239350,1.855889
1,1540,7.978271,1.918379,4.184864,1.875028
1,1550,8.130370,1.898619,4.246627,1.985125
1,1560,8.540470,1.855376,4.816304,1.868791
1,1570,8.166137,1.882280,4.329722,1.954135
1,1580,8.510727,1.903739,4.673200,1.933788
1,1590,8.254758,1.985399,4.253051,2.016308
1,1600,8.049257,1.914689,4.263750,1.870819
1,1610,8.069071,1.737880,4.535730,1.795461
1,1620,8.213786,1.842301,4.469090,1.902395
1,1630,8.563427,1.887809,4.761802,1.913815
1,1640,7.737062,1.701422,4.202706,1.832934
1,1650,8.082462,1.731797,4.533775,1.816890
1,1660,8.502331,1.972476,4.613607,1.916248
1,1670,8.130339,1.873299,4.389233,1.867806
1,1680,8.256049,1.891856,4.482602,1.881591
1,1690,8.077777,1.881591,4.236196,1.959990
1,1700,8.202300,1.963836,4.338056,1.900409
1,1710,8.166318,1.699663,4.606912,1.859743
1,1720,8.311186,1.977335,4.305342,2.028508
1,1730,8.452074,1.787365,4.656126,2.008583
1,1740,8.326423,1.877576,4.563747,1.885099
1,1750,8.241246,1.944890,4.338265,1.958091
1,1760,7.940817,1.859027,4.199576,1.882214
1,1770,8.201719,1.902760,4.330581,1.968379
1,1780,7.960588,1.854648,4.297180,1.808760
1,1790,8.351444,2.015222,4.383655,1.952567
1,1800,8.139392,1.786036,4.463082,1.890274
1,1810,7.706982,1.868273,4.065890,1.772817
1,1820,7.907997,1.869490,4.244407,1.794101
1,1830,8.146819,1.758767,4.508193,1.879859
1,1840,7.928851,1.569493,4.518697,1.840661
1,1850,7.609238,1.820517,3.924534,1.864188
1,1860,7.926778,1.807700,4.203285,1.915794
1,1870,8.169794,1.647238,4.747335,1.775221
1,1880,8.387444,1.989746,4.389207,2.008491
1,1890,8.415031,1.852767,4.656960,1.905303
1,1900,7.838007,1.763424,4.149244,1.925339
1,1910,8.029277,2.004252,4.054818,1.970206
1,1920,8.274961,1.859998,4.478784,1.936179
1,1930,7.892216,1.862962,4.142777,1.886478
1,1940,7.419918,1.784842,3.898269,1.736808
1,1950,8.067651,1.850484,4.378601,1.838566
1,1960,7.906995,1.949154,3.975775,1.982066
1,1970,8.973792,2.044693,4.843715,2.085385
1,1980,8.573797,1.986754,4.573961,2.013083
1,1990,7.637636,1.756717,4.084313,1.796606
